sample_id,model,dataset,fdr,entropy,faithfulness,mrc_variance_component,mrc_drift_component,mrc_stability_component,mrc_score,trajectory_category
pilot_1199,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.3966,1.0,0.13224363039404607,1.0,1.0,0.7107478767980153,single_framework
pilot_1200,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5565,0.0,0.03289217435796421,0.33330000000000004,0.5,0.28873072478598805,bounce
pilot_1201,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5577,0.0,0.03214657243649255,0.0,0.25,0.09404885747883085,high_entropy
pilot_1202,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.501,1.0,0.06737626322602264,1.0,1.0,0.6891254210753408,single_framework
pilot_1203,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.4775,1.0,0.0819776341881735,1.0,1.0,0.6939925447293911,single_framework
pilot_1204,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5226,0.0,0.053955428639535064,0.0,0.5,0.18465180954651167,high_entropy
pilot_1205,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.482,0.0,0.0791816269826553,0.0,0.5,0.19306054232755177,high_entropy
pilot_1206,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.394,1.0,0.1338591012239011,1.0,1.0,0.7112863670746337,single_framework
pilot_1207,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5276,0.0,0.05084875396673694,0.6667000000000001,0.5,0.405849584655579,bounce
pilot_1208,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.571,0.0,0.023882817806849865,0.33330000000000004,0.75,0.36906093926894995,bounce
pilot_1209,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4988,0.0,0.06874320008205381,0.33330000000000004,0.5,0.30068106669401795,bounce
pilot_1210,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.1998,0.0,0.25452234551537767,0.6667000000000001,0.5,0.47374078183845925,bounce
pilot_1211,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.438,0.0,0.10652036410327825,0.33330000000000004,0.75,0.39660678803442606,bounce
pilot_1212,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5859,0.0,0.01462492728191156,0.0,0.5,0.17154164242730385,high_entropy
pilot_1213,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.545,0.0,0.04003752610539979,0.0,0.5,0.1800125087017999,high_entropy
pilot_1214,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5572,0.0,0.03245723990377247,0.33330000000000004,0.5,0.2885857466345908,bounce
pilot_1215,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.3862,0.0,0.13870551371346596,0.6667000000000001,0.5,0.435135171237822,bounce
pilot_1216,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5918,0.0,0.01095905116800977,0.0,0.5,0.17031968372266992,high_entropy
pilot_1217,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4101,0.0,0.12385560877749135,0.33330000000000004,0.75,0.4023852029258304,bounce
pilot_1218,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5341,0.25,0.046810076892099484,0.33330000000000004,0.75,0.3767033589640331,bounce
pilot_1219,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5294,0.0,0.04973035108452961,0.33330000000000004,0.75,0.3776767836948432,bounce
pilot_1220,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5887,0.0,0.012885189465144609,0.0,0.25,0.08762839648838153,high_entropy
pilot_1221,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.51,0.0,0.06178424881498612,0.33330000000000004,0.5,0.298361416271662,bounce
pilot_1222,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.4937,0.0,0.07191200824830779,0.6667000000000001,0.75,0.49620400274943594,bounce
pilot_1223,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5752,0.0,0.02127321108169944,0.33330000000000004,0.5,0.28485773702723316,bounce
pilot_1224,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.565,0.0,0.027610827414207506,0.33330000000000004,0.75,0.37030360913806915,bounce
pilot_1225,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.4236,0.0,0.11546758716093664,0.0,0.5,0.20515586238697886,high_entropy
pilot_1226,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5719,0.0,0.02332361636574609,0.33330000000000004,0.5,0.2855412054552487,bounce
pilot_1227,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.564,0.0,0.02823216234876702,0.33330000000000004,0.5,0.287177387449589,bounce
pilot_1228,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5624,0.0,0.02922629824406242,0.0,0.5,0.17640876608135414,high_entropy
pilot_1229,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5254,0.0,0.052215690822768,0.0,0.5,0.18407189694092266,high_entropy
pilot_1230,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5628,0.0,0.02897776427023868,0.0,0.5,0.17632592142341288,high_entropy
pilot_1231,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.564,0.0,0.02823216234876702,0.33330000000000004,0.5,0.287177387449589,bounce
pilot_1232,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5567,0.0,0.032767907371052285,0.0,0.25,0.09425596912368409,high_entropy
pilot_1233,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5342,0.0,0.04674794339864352,0.33330000000000004,0.75,0.3766826477995478,bounce
pilot_1234,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.539,0.0,0.04376553571275743,0.0,0.5,0.18125517857091913,high_entropy
pilot_1235,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.3986,1.0,0.13100096052492682,1.0,1.0,0.7103336535083089,single_framework
pilot_1236,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5384,0.0,0.044138336673493095,0.33330000000000004,0.75,0.3758127788911643,bounce
pilot_1237,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5502,0.0,0.03680658444568974,0.0,0.5,0.17893552814856323,high_entropy
pilot_1238,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5107,0.0,0.06134931436079438,0.33330000000000004,0.75,0.3815497714535981,bounce
pilot_1239,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.498,0.0,0.0692402680297014,0.33330000000000004,0.5,0.30084675600990046,bounce
pilot_1240,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5466,0.0,0.03904339021010428,0.6667000000000001,0.5,0.4019144634033681,bounce
pilot_1241,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4982,0.0,0.06911600104278959,0.33330000000000004,0.5,0.3008053336809299,bounce
pilot_1242,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5035,0.0,0.06582292588962357,0.0,0.5,0.18860764196320784,high_entropy
pilot_1243,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.568,0.25,0.02574682261052863,0.33330000000000004,0.5,0.2863489408701762,bounce
pilot_1244,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5382,0.0,0.04426260366040502,0.6667000000000001,0.75,0.4869875345534683,bounce
pilot_1245,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.4889,1.0,0.07489441593419399,1.0,1.0,0.6916314719780646,single_framework
pilot_1246,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5528,0.0,0.03519111361583471,0.33330000000000004,0.5,0.2894970378719449,bounce
pilot_1247,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5524,0.0,0.03543964758965856,0.6667000000000001,0.75,0.4840465491965529,bounce
pilot_1248,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5378,0.0,0.04451113763422887,0.33330000000000004,0.75,0.37593704587807625,bounce
pilot_1249,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5367,0.0,0.04519460606224446,0.33330000000000004,0.5,0.29283153535408146,bounce
pilot_1250,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5104,0.0,0.06153571484116227,0.33330000000000004,0.5,0.29827857161372073,bounce
pilot_1251,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5554,0.0,0.0335756427859798,0.0,0.5,0.1778585475953266,high_entropy
pilot_1252,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5462,0.0,0.03929192418392813,0.6667000000000001,0.75,0.4853306413946427,bounce
pilot_1253,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5815,0.0,0.01735880099397391,0.33330000000000004,0.5,0.28355293366465795,bounce
pilot_1254,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5012,0.0,0.0672519962391106,0.33330000000000004,0.5,0.3001839987463702,bounce
pilot_1255,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.524,0.0,0.05308555973115159,0.33330000000000004,0.5,0.2954618532437172,bounce
pilot_1256,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5562,0.0,0.03307857483833199,0.33330000000000004,0.5,0.288792858279444,bounce
pilot_1257,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5669,0.0,0.026430291038544218,0.33330000000000004,0.5,0.28657676367951473,bounce
pilot_1258,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5437,0.25,0.04084526152032719,0.33330000000000004,0.5,0.29138175384010906,bounce
pilot_1259,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.512,0.0,0.06054157894586687,0.0,0.5,0.18684719298195562,high_entropy
pilot_1260,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4731,0.0,0.08471150790023574,0.33330000000000004,0.75,0.38933716930007856,bounce
pilot_1261,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5925,0.0,0.010524116713818144,0.0,0.5,0.1701747055712727,high_entropy
pilot_1262,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.4041,0.0,0.1275836183848491,0.6667000000000001,0.5,0.4314278727949497,bounce
pilot_1263,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.562,0.0,0.02947483221788627,0.0,0.5,0.17649161073929542,high_entropy
pilot_1264,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.551,1.0,0.03630951649804204,1.0,1.0,0.6787698388326806,single_framework
pilot_1265,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5713,0.0,0.023696417326481978,0.0,0.5,0.17456547244216064,high_entropy
pilot_1266,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5468,0.0,0.038919123223192464,0.33330000000000004,0.75,0.3740730410743975,bounce
pilot_1267,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5213,0.0,0.054763164054462465,0.33330000000000004,0.5,0.2960210546848208,bounce
pilot_1268,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5306,0.0,0.04898474916305817,0.0,0.5,0.18299491638768606,high_entropy
pilot_1269,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5015,0.0,0.06706559575874282,0.6667000000000001,0.75,0.49458853191958096,bounce
pilot_1270,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4439,0.0,0.10285448798937646,0.33330000000000004,0.5,0.3120514959964588,bounce
pilot_1271,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5552,0.0,0.03369990977289172,0.6667000000000001,0.5,0.4001333032576306,bounce
pilot_1272,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4639,0.0,0.09042778929818418,0.33330000000000004,0.75,0.391242596432728,bounce
pilot_1273,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5908,0.0,0.011580386102569507,0.33330000000000004,0.5,0.28162679536752316,bounce
pilot_1274,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.4947,0.0,0.07129067331374828,0.0,0.5,0.19043022443791607,high_entropy
pilot_1275,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.1579,1.0,0.2805562792734255,1.0,1.0,0.7601854264244752,single_framework
pilot_1276,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.4433,1.0,0.10322728895011224,1.0,1.0,0.7010757629833707,single_framework
pilot_1277,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4873,0.0,0.07588855182948928,0.33330000000000004,0.5,0.30306285060982974,bounce
pilot_1278,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.521,0.0,0.054949564534830464,0.6667000000000001,0.5,0.4072165215116102,bounce
pilot_1279,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5722,0.0,0.023137215885378204,0.6667000000000001,0.75,0.4799457386284594,bounce
pilot_1280,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.5782,1.0,0.019409206278020563,1.0,1.0,0.6731364020926734,single_framework
pilot_1281,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.542,0.0,0.041901530909078555,0.33330000000000004,0.5,0.2917338436363595,bounce
pilot_1282,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.489,0.0,0.07483228244073792,0.33330000000000004,0.5,0.3027107608135793,bounce
pilot_1283,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5552,0.25,0.03369990977289172,0.33330000000000004,0.75,0.37233330325763053,bounce
pilot_1284,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5491,0.0,0.037490052873705326,0.6667000000000001,0.75,0.48473001762456847,bounce
pilot_1285,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5129,0.25,0.05998237750476332,0.33330000000000004,0.5,0.29776079250158777,bounce
pilot_1286,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5469,0.0,0.0388569897297365,0.33330000000000004,0.5,0.29071899657657885,bounce
pilot_1287,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5264,0.0,0.05159435588820849,0.33330000000000004,0.75,0.3782981186294028,bounce
pilot_1288,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5484,0.25,0.037924987327897064,0.33330000000000004,0.5,0.29040832910929903,bounce
pilot_1289,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5395,0.0,0.04345486824547751,0.33330000000000004,0.5,0.2922516227484925,bounce
pilot_1290,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5599,0.425,0.030779635580461484,0.33330000000000004,0.5,0.28802654519348714,bounce
pilot_1291,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.4484,0.0,0.10005848078385826,0.0,0.25,0.11668616026128609,high_entropy
pilot_1292,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5742,0.0,0.021894546016258953,0.33330000000000004,0.5,0.2850648486720863,bounce
pilot_1293,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4388,0.0,0.10602329615563044,0.33330000000000004,0.75,0.39644109871854344,bounce
pilot_1294,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4785,0.0,0.08135629925361398,0.33330000000000004,0.5,0.30488543308453797,bounce
pilot_1295,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4909,0.0,0.07365174606507474,0.33330000000000004,0.5,0.30231724868835824,bounce
pilot_1296,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5734,0.0,0.022391613963906765,0.0,0.5,0.1741305379879689,high_entropy
pilot_1297,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5272,0.0,0.0510972879405609,0.33330000000000004,0.5,0.29479909598018694,bounce
pilot_1298,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5398,0.0,0.04326846776510962,0.33330000000000004,0.75,0.37552282258836983,bounce
pilot_1299,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.581,0.0,0.017669468461253723,0.0,0.5,0.17255648948708457,high_entropy
pilot_1300,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.4741,0.0,0.08409017296567622,0.0,0.5,0.19469672432189206,high_entropy
pilot_1301,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5588,0.0,0.03146310400847707,0.33330000000000004,0.5,0.28825436800282567,bounce
pilot_1302,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.3218,1.0,0.17871948349910505,1.0,1.0,0.726239827833035,single_framework
pilot_1303,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4636,0.0,0.09061418977855207,0.33330000000000004,0.5,0.30797139659285067,bounce
pilot_1304,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4647,0.0,0.08993072135053659,0.33330000000000004,0.5,0.3077435737835122,bounce
pilot_1305,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5353,0.0,0.04606447497062782,0.33330000000000004,0.5,0.29312149165687595,bounce
pilot_1306,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5824,0.0,0.016799599552870248,0.33330000000000004,0.75,0.3666998665176234,bounce
pilot_1307,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5184,0.0,0.05656503536468538,0.6667000000000001,0.75,0.4910883451215618,bounce
pilot_1308,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5348,0.0,0.046375142437907746,0.33330000000000004,0.5,0.29322504747930256,bounce
pilot_1309,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.0676,0.0,0.33666282386415836,0.33330000000000004,0.75,0.47332094128805274,bounce
pilot_1310,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.5151,1.0,0.05861544064873214,1.0,1.0,0.6862051468829107,single_framework
pilot_1311,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.5121,1.0,0.06047944545241091,1.0,1.0,0.6868264818174703,single_framework
pilot_1312,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5398,0.0,0.04326846776510962,0.33330000000000004,0.5,0.2921894892550365,bounce
pilot_1313,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5239,0.0,0.05314769322460744,0.6667000000000001,0.5,0.40661589774153584,bounce
pilot_1314,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.4403,0.0,0.10509129375379112,0.6667000000000001,0.75,0.507263764584597,bounce
pilot_1315,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5441,0.0,0.04059672754650334,0.0,0.5,0.18019890918216777,high_entropy
pilot_1316,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4643,0.0,0.09017925532436044,0.33330000000000004,0.75,0.3911597517747868,bounce
pilot_1317,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5154,0.1666666666666666,0.058429040168364144,0.0,0.5,0.18614301338945471,high_entropy
pilot_1318,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5206,0.0,0.0551980985086542,0.33330000000000004,0.75,0.3794993661695514,bounce
pilot_1319,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.4901,0.0,0.07414881401272244,0.0,0.5,0.1913829380042408,high_entropy
pilot_1320,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5603,0.0,0.030531101606637634,0.33330000000000004,0.5,0.28794370053554585,bounce
pilot_1321,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5189,0.0,0.056254367897405566,0.33330000000000004,0.5,0.2965181226324685,bounce
pilot_1322,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5472,0.0,0.038670589249368614,0.6667000000000001,0.75,0.48512352974978956,bounce
pilot_1323,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5344,0.0,0.046623676411731596,0.0,0.5,0.18220789213724387,high_entropy
pilot_1324,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5198,0.25,0.0556951664563019,0.33330000000000004,0.5,0.29633172215210063,bounce
pilot_1325,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,0.8164,1.0,0.4927421594255329,1.0,1.0,0.8309140531418442,single_framework
pilot_1326,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4851,0.0,0.07725548868552035,0.33330000000000004,0.75,0.3868518295618401,bounce
pilot_1327,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5151,0.0,0.05861544064873214,0.6667000000000001,0.75,0.4917718135495774,bounce
pilot_1328,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5062,0.0,0.0641453215663127,0.6667000000000001,0.75,0.4936151071887709,bounce
pilot_1329,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5862,0.0,0.014438526801543672,0.33330000000000004,0.75,0.3659128422671812,bounce
pilot_1330,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.2823,0.0,0.2032622134142097,0.33330000000000004,0.75,0.42885407113806984,bounce
pilot_1331,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4905,0.0,0.07390028003889859,0.33330000000000004,0.75,0.38573342667963284,bounce
pilot_1332,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.4276,1.0,0.11298224742269813,1.0,1.0,0.704327415807566,single_framework
pilot_1333,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.3507,0.0,0.16076290389033232,0.33330000000000004,0.75,0.41468763463011077,bounce
pilot_1334,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.4944,1.0,0.07147707379411605,1.0,1.0,0.690492357931372,single_framework
pilot_1335,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.3333,1.5443,0.0,0.04047246055959142,0.6667000000000001,0.75,0.4857241535198638,bounce
pilot_1336,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.3708,1.0,0.14827407170568407,1.0,1.0,0.716091357235228,single_framework
pilot_1337,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5733,0.0,0.022453747457362727,0.33330000000000004,0.5,0.28525124915245426,bounce
pilot_1338,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5596,0.0,0.03096603606082926,0.0,0.25,0.09365534535360975,high_entropy
pilot_1339,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5691,0.0,0.025063354182513042,0.33330000000000004,0.5,0.2861211180608377,bounce
pilot_1340,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.4442,0.0,0.10266808750900858,0.0,0.5,0.20088936250300285,high_entropy
pilot_1341,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.535,0.0,0.04625087545099582,0.0,0.5,0.18208362515033194,high_entropy
pilot_1342,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5199,0.0,0.05563303296284594,0.33330000000000004,0.5,0.2963110109876153,bounce
pilot_1343,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.4626,0.0,0.0912355247131118,0.33330000000000004,0.75,0.39151184157103724,bounce
pilot_1344,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.402,0.0,0.1288884217474242,0.33330000000000004,0.75,0.4040628072491414,bounce
pilot_1345,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5744,0.0,0.02177027902934714,0.0,0.5,0.1739234263431157,high_entropy
pilot_1346,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5591,0.0,0.031276703528109184,0.0,0.5,0.17709223450936973,high_entropy
pilot_1347,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.3865,0.0,0.13851911323309818,0.0,0.5,0.21283970441103273,high_entropy
pilot_1348,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5197,0.0,0.055757299949757866,0.33330000000000004,0.5,0.29635243331658595,bounce
pilot_1349,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5378,0.0,0.04451113763422887,0.33330000000000004,0.75,0.37593704587807625,bounce
pilot_1350,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,1.0,1.5702,0.0,0.024379885754497455,0.0,0.5,0.17479329525149914,high_entropy
pilot_1351,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5691,0.0,0.025063354182513042,0.33330000000000004,0.75,0.369454451394171,bounce
pilot_1352,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.4344,1.0,0.1087571698676928,1.0,1.0,0.7029190566225643,single_framework
pilot_1353,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.0,1.3016,1.0,0.19127044917720915,1.0,1.0,0.7304234830590697,single_framework
pilot_1354,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.3408,0.0,0.1669141197424724,0.33330000000000004,0.5,0.3334047065808241,bounce
pilot_1355,meta-llama/Llama-3.3-70B-Instruct-Turbo,social_chem_101,0.6667,1.5381,0.0,0.04432473715386098,0.33330000000000004,0.75,0.3758749123846203,bounce
